loss,ssl_loss,svm_accuracy,knn_accuracy,perplexity,val_perplexity,mean_abs_corr_off_diagonal,mean_abs_cos_sim_off_diagonal,val_loss,training_time,run_id
2.5743818283081055,,0.4081518704634282,0.3093243997766611,24.987749099731445,25.147899627685547,0.4020435214042664,0.4133651852607727,0.18745291233062744,2395.0293962955475,j0c3cb69
