loss,ssl_loss,svm_accuracy,knn_accuracy,perplexity,val_perplexity,mean_abs_corr_off_diagonal,mean_abs_cos_sim_off_diagonal,val_loss,training_time,run_id
,,,,,1.1153662204742432,,,2.8802146911621094,,xtdbn44e
,,,,,1.1210037469863892,,,2.8817219734191895,,xtdbn44e
,,,,,,,,,,xtdbn44e
,,0.6651515151515152,0.6121212121212121,,,,,,,xtdbn44e
,,,,,,,,,,xtdbn44e
,,,,,,,,,,xtdbn44e
,,,,,,0.1950739622116089,,,,xtdbn44e
,,,,,,,0.21076816320419312,,,xtdbn44e
,,,,,,,,,,xtdbn44e
,,,,,,,,,,xtdbn44e
,,,,,,,,,,xtdbn44e
,,,,,,,,,,xtdbn44e
,,,,,,,,,,xtdbn44e
,,,,,,,,,,xtdbn44e
5.0421905517578125,,,,24.00879669189453,,,,,,xtdbn44e
4.880648612976074,,,,17.4189510345459,,,,,,xtdbn44e
4.712592601776123,,,,16.221168518066406,,,,,,xtdbn44e
4.645884990692139,,,,14.973845481872559,,,,,,xtdbn44e
4.5835113525390625,,,,14.886357307434082,,,,,,xtdbn44e
4.583615303039551,,,,15.214313507080078,,,,,,xtdbn44e
4.576808452606201,,,,15.673161506652832,,,,,,xtdbn44e
4.597963333129883,,,,16.01883316040039,,,,,,xtdbn44e
4.589453220367432,,,,16.567794799804688,,,,,,xtdbn44e
4.57365083694458,,,,16.445308685302734,,,,,,xtdbn44e
4.605048179626465,,,,16.267667770385742,,,,,,xtdbn44e
4.625343322753906,,,,16.252288818359375,,,,,,xtdbn44e
4.616553783416748,,,,16.114038467407227,,,,,,xtdbn44e
4.6355462074279785,,,,15.76185417175293,,,,,,xtdbn44e
4.675976276397705,,,,15.660348892211914,,,,,,xtdbn44e
4.658941745758057,,,,15.623034477233887,,,,,,xtdbn44e
4.740609169006348,,,,15.409318923950195,,,,,,xtdbn44e
4.733320713043213,,,,15.527337074279785,,,,,,xtdbn44e
4.745388507843018,,,,15.371235847473145,,,,,,xtdbn44e
4.738842487335205,,,,15.223892211914062,,,,,,xtdbn44e
4.758303165435791,,,,15.093894958496094,,,,,,xtdbn44e
4.78369140625,,,,15.020878791809082,,,,,,xtdbn44e
4.750641822814941,,,,15.064264297485352,,,,,,xtdbn44e
4.765928268432617,,,,15.006196975708008,,,,,,xtdbn44e
4.684865474700928,,,,15.189167022705078,,,,,,xtdbn44e
4.70043420791626,,,,15.208535194396973,,,,,,xtdbn44e
4.634153842926025,,,,15.094064712524414,,,,,,xtdbn44e
4.51391077041626,,,,15.338149070739746,,,,,,xtdbn44e
4.670162677764893,,,,15.409518241882324,,,,,,xtdbn44e
,,,,,,,,,,xtdbn44e
4.499314785003662,,,,15.378124237060547,,,,,,xtdbn44e
4.395677089691162,,,,15.634623527526855,,,,,,xtdbn44e
4.3555521965026855,,,,15.877728462219238,,,,,,xtdbn44e
4.194169044494629,,,,16.169815063476562,,,,,,xtdbn44e
4.245845794677734,,,,16.30301284790039,,,,,,xtdbn44e
4.235332489013672,,,,16.51332664489746,,,,,,xtdbn44e
4.090425491333008,,,,16.855167388916016,,,,,,xtdbn44e
4.095008373260498,,,,17.383190155029297,,,,,,xtdbn44e
,,,,,,,,,,xtdbn44e
4.088240623474121,,,,17.92774772644043,,,,,,xtdbn44e
4.087696552276611,,,,18.224437713623047,,,,,,xtdbn44e
3.959864616394043,,,,18.256879806518555,,,,,,xtdbn44e
3.9455080032348633,,,,18.607677459716797,,,,,,xtdbn44e
3.9782519340515137,,,,18.849489212036133,,,,,,xtdbn44e
3.888695240020752,,,,18.884502410888672,,,,,,xtdbn44e
3.85159969329834,,,,18.409666061401367,,,,,,xtdbn44e
3.8121678829193115,,,,17.880126953125,,,,,,xtdbn44e
3.8373842239379883,,,,18.027578353881836,,,,,,xtdbn44e
3.8166167736053467,,,,18.305992126464844,,,,,,xtdbn44e
3.7577857971191406,,,,18.351348876953125,,,,,,xtdbn44e
3.7904701232910156,,,,18.155031204223633,,,,,,xtdbn44e
3.677327871322632,,,,18.06218147277832,,,,,,xtdbn44e
3.5880370140075684,,,,18.084423065185547,,,,,,xtdbn44e
3.6167824268341064,,,,18.097726821899414,,,,,,xtdbn44e
3.62749981880188,,,,18.382198333740234,,,,,,xtdbn44e
3.596414089202881,,,,18.448408126831055,,,,,,xtdbn44e
3.623075008392334,,,,18.94758415222168,,,,,,xtdbn44e
3.5709095001220703,,,,18.984251022338867,,,,,,xtdbn44e
3.542442560195923,,,,18.981006622314453,,,,,,xtdbn44e
3.5058364868164062,,,,18.208032608032227,,,,,,xtdbn44e
,,,,,,,,,,xtdbn44e
3.564406394958496,,,,18.73911476135254,,,,,,xtdbn44e
3.440823793411255,,,,18.768024444580078,,,,,,xtdbn44e
3.482966661453247,,,,18.896411895751953,,,,,,xtdbn44e
3.4308090209960938,,,,19.158119201660156,,,,,,xtdbn44e
3.4194836616516113,,,,19.227008819580078,,,,,,xtdbn44e
3.341235876083374,,,,19.18410301208496,,,,,,xtdbn44e
3.404294490814209,,,,19.1689510345459,,,,,,xtdbn44e
3.368335247039795,,,,19.378141403198242,,,,,,xtdbn44e
3.3434646129608154,,,,19.39586639404297,,,,,,xtdbn44e
3.3957736492156982,,,,19.40925407409668,,,,,,xtdbn44e
3.3716681003570557,,,,19.46145248413086,,,,,,xtdbn44e
3.30765700340271,,,,19.302278518676758,,,,,,xtdbn44e
3.319673776626587,,,,19.2080135345459,,,,,,xtdbn44e
3.230431318283081,,,,19.243858337402344,,,,,,xtdbn44e
3.2193291187286377,,,,19.19867706298828,,,,,,xtdbn44e
3.205843210220337,,,,19.41578483581543,,,,,,xtdbn44e
3.282555341720581,,,,19.466190338134766,,,,,,xtdbn44e
3.2283880710601807,,,,19.383935928344727,,,,,,xtdbn44e
3.249835968017578,,,,19.212345123291016,,,,,,xtdbn44e
3.1854968070983887,,,,19.050416946411133,,,,,,xtdbn44e
3.1376848220825195,,,,18.94935417175293,,,,,,xtdbn44e
3.2264201641082764,,,,18.959796905517578,,,,,,xtdbn44e
3.1470589637756348,,,,19.024486541748047,,,,,,xtdbn44e
3.0710184574127197,,,,19.094934463500977,,,,,,xtdbn44e
3.1277658939361572,,,,19.009443283081055,,,,,,xtdbn44e
3.1126608848571777,,,,19.025556564331055,,,,,,xtdbn44e
3.096560001373291,,,,19.004098892211914,,,,,,xtdbn44e
3.1515822410583496,,,,19.07899284362793,,,,,,xtdbn44e
3.1778202056884766,,,,19.221187591552734,,,,,,xtdbn44e
,,,,,,,,,,xtdbn44e
3.187082290649414,,,,19.012426376342773,,,,,,xtdbn44e
3.1259632110595703,,,,18.799732208251953,,,,,,xtdbn44e
3.04360294342041,,,,18.87372589111328,,,,,,xtdbn44e
3.170675277709961,,,,18.968095779418945,,,,,,xtdbn44e
3.0823516845703125,,,,18.88367462158203,,,,,,xtdbn44e
3.0717039108276367,,,,19.015974044799805,,,,,,xtdbn44e
2.956303119659424,,,,18.973508834838867,,,,,,xtdbn44e
3.0170488357543945,,,,18.883760452270508,,,,,,xtdbn44e
3.026132583618164,,,,18.81318473815918,,,,,,xtdbn44e
3.036292314529419,,,,18.944963455200195,,,,,,xtdbn44e
3.0433878898620605,,,,19.043760299682617,,,,,,xtdbn44e
2.989105463027954,,,,19.110572814941406,,,,,,xtdbn44e
2.9996721744537354,,,,19.00385856628418,,,,,,xtdbn44e
3.047839403152466,,,,18.908641815185547,,,,,,xtdbn44e
3.021517276763916,,,,18.925739288330078,,,,,,xtdbn44e
2.9693496227264404,,,,19.06629753112793,,,,,,xtdbn44e
2.9668123722076416,,,,19.268980026245117,,,,,,xtdbn44e
3.0384159088134766,,,,19.227357864379883,,,,,,xtdbn44e
3.0462303161621094,,,,19.228200912475586,,,,,,xtdbn44e
2.949942111968994,,,,18.83795166015625,,,,,,xtdbn44e
2.9479830265045166,,,,18.995018005371094,,,,,,xtdbn44e
2.967514753341675,,,,19.170995712280273,,,,,,xtdbn44e
2.9786527156829834,,,,19.60447883605957,,,,,,xtdbn44e
2.869009017944336,,,,19.63116455078125,,,,,,xtdbn44e
2.936234951019287,,,,19.28125,,,,,,xtdbn44e
2.921736478805542,,,,19.449249267578125,,,,,,xtdbn44e
2.969783067703247,,,,19.522001266479492,,,,,,xtdbn44e
,,,,,,,,,,xtdbn44e
2.8614277839660645,,,,19.589967727661133,,,,,,xtdbn44e
2.959441661834717,,,,19.485300064086914,,,,,,xtdbn44e
,,,,,,,,,,xtdbn44e
2.938056468963623,,,,19.571956634521484,,,,,,xtdbn44e
2.9285640716552734,,,,19.400537490844727,,,,,,xtdbn44e
2.8970420360565186,,,,19.450523376464844,,,,,,xtdbn44e
2.881929874420166,,,,19.709033966064453,,,,,,xtdbn44e
2.882840394973755,,,,19.92184829711914,,,,,,xtdbn44e
2.861088514328003,,,,19.878965377807617,,,,,,xtdbn44e
2.927516460418701,,,,19.646236419677734,,,,,,xtdbn44e
2.884258270263672,,,,19.72304344177246,,,,,,xtdbn44e
2.843935012817383,,,,19.945804595947266,,,,,,xtdbn44e
2.804609537124634,,,,20.025175094604492,,,,,,xtdbn44e
2.779278039932251,,,,20.251981735229492,,,,,,xtdbn44e
2.853259801864624,,,,20.194883346557617,,,,,,xtdbn44e
2.8601901531219482,,,,20.06487464904785,,,,,,xtdbn44e
2.8470258712768555,,,,20.011972427368164,,,,,,xtdbn44e
2.8406612873077393,,,,19.979049682617188,,,,,,xtdbn44e
2.856236219406128,,,,20.15754508972168,,,,,,xtdbn44e
2.8309836387634277,,,,20.200767517089844,,,,,,xtdbn44e
2.8488287925720215,,,,20.067224502563477,,,,,,xtdbn44e
2.877460479736328,,,,19.930370330810547,,,,,,xtdbn44e
2.7785024642944336,,,,19.839223861694336,,,,,,xtdbn44e
2.7738094329833984,,,,19.877592086791992,,,,,,xtdbn44e
2.8266170024871826,,,,20.08304786682129,,,,,,xtdbn44e
2.737795829772949,,,,19.911712646484375,,,,,,xtdbn44e
2.752551317214966,,,,20.116304397583008,,,,,,xtdbn44e
2.702511787414551,,,,20.174911499023438,,,,,,xtdbn44e
2.7080066204071045,,,,20.192052841186523,,,,,,xtdbn44e
2.7151448726654053,,,,20.29544448852539,,,,,,xtdbn44e
2.7215919494628906,,,,20.296371459960938,,,,,,xtdbn44e
2.8569858074188232,,,,20.231857299804688,,,,,,xtdbn44e
,,,,,,,,,,xtdbn44e
2.736607551574707,,,,20.149721145629883,,,,,,xtdbn44e
2.7618892192840576,,,,20.166244506835938,,,,,,xtdbn44e
2.7943246364593506,,,,20.110280990600586,,,,,,xtdbn44e
2.713339328765869,,,,20.070003509521484,,,,,,xtdbn44e
2.677001714706421,,,,20.136150360107422,,,,,,xtdbn44e
2.7148070335388184,,,,19.94752311706543,,,,,,xtdbn44e
2.682572841644287,,,,20.15683364868164,,,,,,xtdbn44e
2.6993556022644043,,,,20.344928741455078,,,,,,xtdbn44e
2.648178815841675,,,,20.31041145324707,,,,,,xtdbn44e
2.653322219848633,,,,20.23626136779785,,,,,,xtdbn44e
2.6811115741729736,,,,20.191537857055664,,,,,,xtdbn44e
2.6499457359313965,,,,20.169052124023438,,,,,,xtdbn44e
