kurtosis,coverage,entropy,FID,IS_mean,prior_loss,IS_std,skewness,variety (Gini),run_id
17.80179698279762,0.6656249761581421,2.584954261779785,2.4978522477635514,1.4931962490081787,0.008573182858526707,0.03524870052933693,4.218769261374788,0.6185250282287598,vq5nwp44
