lr-AdamW/pg1,lr-AdamW/pg2,step
0.001,0.001,0
0.0009997973687343104,0.0009997973687343104,29
0.0009991896391749612,0.0009991896391749612,58
0.0009981773039019917,0.0009981773039019917,87
0.0009967611834385116,0.0009967611834385116,116
