loss,ssl_loss,svm_accuracy,knn_accuracy,perplexity,val_perplexity,mean_abs_corr_off_diagonal,mean_abs_cos_sim_off_diagonal,val_loss,training_time,run_id
0.18050923943519592,,0.591358024691358,0.5370370370370371,19.283273696899418,18.698577880859375,0.24915063381195068,0.25546637177467346,0.21330218017101288,5983.61412858963,9kl8riix
